X,Y,name,type,group,county,note,website,address,point_x,point_y,source,link_id,cms_link,filename
-122.471046282359922,37.973754369265372,Mountain Lake,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.47104628200,     37.78747724100,"M. Norelli, 2/14/2012",0,128,Mountain128.html
-122.484149801172208,37.973966858421058,25th Avenue Gate,Access,Presidio of San Francisco,San Francisco,,,,   -122.48414980100,     37.78768938210,"Mike Hsu, 2/14/2012",0,129,25thAven129.html
-122.472672000312343,37.97397849582547,Park Scrub,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47267200000,     37.78770100040,Presidio and San Francisco Restoration sites,29,130,ParkScru130.html
-122.468552000074581,37.974088675983893,Mountain Lake Meeting Spot,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.46855200000,     37.78781100010,Presidio and San Francisco Restoration sites,23,131,Mountain131.html
-122.47527704310086,37.974158994045204,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47527704300,     37.78788120300,Presidio and San Francisco Restoration sites,45,132,Parking132.html
-122.475616000278009,37.974203864574136,Lobos Creek Valley Overlook,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47561600000,     37.78792600000,Presidio and San Francisco Restoration sites,47,133,LobosCre133.html
-122.491093999987953,37.974249940369575,China Beach,Park,China Beach,San Francisco,,http://www.parksconservancy.org/visit/park-sites/china-beach.html,"Seacliff, San Francisco, CA 94121",   -122.49109400000,     37.78797200030,"Harvested from the GGNPC website, 10/14/2011",9999,134,ChinaBea134.html
-122.505857566573255,37.974267969832802,Rock Labyrinth,Site of Interest,Lands End,San Francisco,,,,   -122.50585756700,     37.78799000020,"Ally Gregg-Zellars, 1/3/12",0,135,RockLaby135.html
-122.490789780923521,37.974310097431974,Restroom,Restroom,China Beach,San Francisco,,,,   -122.49078978100,     37.78803205880,"Mike Hsu, 2/14/2012",0,136,Restroom136.html
-122.473394422114737,37.974313426779759,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47339442200,     37.78803538270,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,137,Parking137.html
-122.475744114998733,37.974427295695634,Lobos Creek Valley Overlook,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.47574411500,     37.78814906510,from O:\gis_projects\_Parkwide\Website\Web_Team\Park_locations\NAD83_UTM10\GGNRABuildings_pts_201111.shp,0,138,LobosCre138.html
-122.481879999562196,37.974826884956038,Lobos Creek Meeting Location,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.48188000000,     37.78854799990,All Maria and Galena sites,82,139,LobosCre139.html
-122.481465774525702,37.974842255262722,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.48146577500,     37.78856334500,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,140,Parking140.html
-122.474621274551978,37.974843418192258,Presidio Landmark Apartments,Building,Presidio of San Francisco,San Francisco,,,,   -122.47462127500,     37.78856450600,"M. Norelli, 2/14/2012",0,141,Presidio141.html
-122.482449857674609,37.975763117870436,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.48244985800,     37.78948269950,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,142,Parking142.html
-122.459506993053154,37.975913945558304,Arguello Gate,Access,Presidio of San Francisco,San Francisco,,,,   -122.45950699300,     37.78963328020,"M. Norelli, 2/16/2012",0,143,Arguello143.html
-122.474045331626613,37.976052390882685,Marine Cemetary Vista,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.47404533200,     37.78977149880,"Mike Hsu, 2/14/2012",0,144,MarineCe144.html
-122.471221999995194,37.976499624055371,Mountain Lake - Park Blvd. Meeting Location,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47122200000,     37.79021799960,Presidio and San Francisco Restoration sites,25,145,Mountain145.html
-122.459379706608033,37.976811592600647,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45937970700,     37.79052945730,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,146,Parking146.html
-122.459735490100556,37.976887793723847,Restroom,Restroom,Presidio of San Francisco,San Francisco,,,,   -122.45973549000,     37.79060553360,"M. Norelli, 2/16/2012",0,147,Restroom147.html
-122.459754659150036,37.976947060762761,Presidio Golf Course Clubhouse,Building,Presidio of San Francisco,San Francisco,,,,   -122.45975465900,     37.79066470360,"M. Norelli, 2/16/2012",0,148,Presidio148.html
-122.476012999700004,37.977027488423097,Wherry Corridor Meeting Spot,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47601300000,     37.79074499960,Presidio and San Francisco Restoration sites,42,149,WherryCo149.html
-122.483808432912724,37.977129165882644,Parking,Parking Lot,Baker Beach,San Francisco,,,,   -122.48380843300,     37.79084651060,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,150,Parking150.html
-122.451787064221506,37.977398841968203,Julius Kahn playground,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45178706400,     37.79111574510,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,151,JuliusKa151.html
-122.454014886377777,37.977398984294069,Julius Kahn Playground,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.45401488600,     37.79111588720,"M. Norelli, 2/16/2012",0,152,JuliusKa152.html
-122.453733703447512,37.977526552449348,Restroom,Restroom,Presidio of San Francisco,San Francisco,,,,   -122.45373370300,     37.79124324650,"M. Norelli, 2/16/2012",0,153,Restroom153.html
-122.466260486132427,37.978167133394081,Presidio Golf Course,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.46626048600,     37.79188277870,"M. Norelli, 2/16/2012",0,154,Presidio154.html
-122.447774378284834,37.978189025457723,Presidio Gate,Access,Presidio of San Francisco,San Francisco,,,,   -122.44777437800,     37.79190463490,"M. Norelli, 2/16/2012",0,155,Presidio155.html
-122.474640000235652,37.978200408826325,Graded Area 9,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47464000000,     37.79191599960,Presidio and San Francisco Restoration sites,15,156,GradedAr156.html
-122.460017985141732,37.978213574871731,Spire,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.46001798500,     37.79192914410,"Mike Hsu, 2/14/2012",0,157,Spire157.html
-122.458534242261337,37.978335262602371,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45853424200,     37.79205063260,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,158,Parking158.html
-122.458237721393559,37.978349218646052,Inspiration Point Overlook,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.45823772100,     37.79206456580,from O:\gis_projects\_Parkwide\Website\Web_Team\Park_locations\NAD83_UTM10\GGNRABuildings_pts_201111.shp,0,159,Inspirat159.html
-122.458336000206103,37.978444809391718,Inspiration Point,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.45833600000,     37.79216000010,Presidio and San Francisco Restoration sites,17,160,Inspirat160.html
-122.448656442340749,37.978480268353039,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.44865644200,     37.79219540100,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,161,Parking161.html
-122.483068350223959,37.978671213827944,Restroom,Restroom,Baker Beach,San Francisco,,,,   -122.48306835000,     37.79238603390,"M. Norelli, 2/16/2012",0,162,Restroom162.html
-122.453208761974622,37.978747692364252,Paul Goode Field,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.45320876200,     37.79246238720,"M. Norelli, 2/16/2012",0,163,PaulGood163.html
-122.483385999763897,37.978771343680826,Baker Beach,Park,Baker Beach,San Francisco,,http://www.parksconservancy.org/visit/park-sites/baker-beach.html,"Battery Chamberlin Road, Presidio of San Francisco, CA 94129",   -122.48338600000,     37.79248599980,"Harvested from the GGNPC website, 10/14/2011",9999,164,BakerBea164.html
-122.448562232061178,37.978781129034765,Presidio Overlook,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.44856223200,     37.79249576920,from O:\gis_projects\_Parkwide\Website\Web_Team\Park_locations\NAD83_UTM10\GGNRABuildings_pts_201111.shp,0,165,Presidio165.html
-122.482406999583134,37.978861491804217,Parking,Parking Lot,Baker Beach,San Francisco,,,,   -122.48240700000,     37.79257600040,Presidio and San Francisco Restoration sites,3,166,Parking166.html
-122.483212344274165,37.979030651497183,Parking,Parking Lot,Baker Beach,San Francisco,,,,   -122.48321234400,     37.79274488320,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,167,Parking167.html
-122.455330000079272,37.979201047076565,El Polin Spring,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.45533000000,     37.79291499980,Presidio and San Francisco Restoration sites,11,168,ElPolinS168.html
-122.457047000118735,37.97943042230078,Mustard Gas Site,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.45704700000,     37.79314399960,Presidio and San Francisco Restoration sites,26,169,MustardG169.html
-122.482818999696917,37.979862129003386,Battery Chamberlin,Building,Baker Beach,San Francisco,,,,   -122.48281900000,     37.79357499970,2011 Junior Rangers,186,170,BatteryC170.html
-122.47631800027537,37.980000355310231,Wherry Dunes,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47631800000,     37.79371299980,Presidio and San Francisco Restoration sites,43,171,WherryDu171.html
-122.449411067066933,37.980167677334876,Woodline,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.44941106700,     37.79388004790,"Mike Hsu, 2/14/2012",0,172,Woodline172.html
-122.478744999781767,37.980916855184148,North Pershing Dunes,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47874500000,     37.79462799970,Presidio and San Francisco Restoration sites,28,173,NorthPer173.html
-122.458362674997318,37.981274055092562,Pop Hicks Field,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.45836267500,     37.79498461500,"M. Norelli, 2/16/2012",0,174,PopHicks174.html
-122.457105753727404,37.981302801298405,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45710575400,     37.79501331420,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,175,Parking175.html
-122.482215999768442,37.981440713182153,Baker Beach Battery Chamberlain Site,Meeting Place,Baker Beach,San Francisco,,,,   -122.48221600000,     37.79515100040,Presidio and San Francisco Restoration sites,5,176,BakerBea176.html
-122.453437190673611,37.981750727550839,Morton Street Field,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.45343719100,     37.79546050750,"M. Norelli, 2/16/2012",0,177,MortonSt177.html
-122.479711746699593,37.981943319538999,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47971174700,     37.79565278430,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,178,Parking178.html
-122.477218999557039,37.982131843524115,Rob Hill Campground,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47721900000,     37.79584099990,Presidio and San Francisco Restoration sites,35,179,RobHillC179.html
-122.477830092484552,37.982451991797824,Immigrant Point Overlook,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.47783009200,     37.79616062430,from O:\gis_projects\_Parkwide\Website\Web_Team\Park_locations\NAD83_UTM10\GGNRABuildings_pts_201111.shp,16,180,Immigran180.html
-122.479729000193075,37.982544518847796,North Baker Beach - Sandladder,Meeting Place,Baker Beach,San Francisco,,,,   -122.47972900000,     37.79625300000,Presidio and San Francisco Restoration sites,27,181,NorthBak181.html
-122.479558030978211,37.982733406728755,Parking,Parking Lot,Baker Beach,San Francisco,,,,   -122.47955803100,     37.79644157880,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,182,Parking182.html
-122.475898999838819,37.98276588131894,Rob Hill Campground,Campground,Presidio of San Francisco,San Francisco,,,,   -122.47589900000,     37.79647400030,2011 Junior Rangers,185,183,RobHillC183.html
-122.479430999940618,37.983167538049734,Battery Crosby volunteer meeting location,Meeting Place,Baker Beach,San Francisco,,,,   -122.47943100000,     37.79687499990,Park Stewardship Restoration Sites and Meeting Locations,129,184,BatteryC184.html
-122.475481469793863,37.983494116127645,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47548147000,     37.79720104370,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,185,Parking185.html
-122.464717335836156,37.98352406938519,National Cemetery Overlook,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.46471733600,     37.79723094800,from O:\gis_projects\_Parkwide\Website\Web_Team\Park_locations\NAD83_UTM10\GGNRABuildings_pts_201111.shp,0,186,National186.html
-122.448222157926097,37.983577382075509,Presidio Social Club,Cafe,Presidio of San Francisco,San Francisco,,,,   -122.44822215800,     37.79728417340,"M. Norelli, 2/16/2012",0,187,Presidio187.html
-122.454055999784401,37.983633299866206,Remnant Reach,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.45405600000,     37.79733999970,Presidio and San Francisco Restoration sites,34,188,RemnantR188.html
-122.458900000134761,37.983793562217691,Presidio of San Francisco,Park,Presidio of San Francisco,San Francisco,,http://www.parksconservancy.org/visit/park-sites/presidio-of-san-francisco.html,"50 Moraga Ave, Presidio of San Francisco, CA 94129",   -122.45890000000,     37.79749999990,"Harvested from the GGNPC website, 10/14/2011",9999,189,Presidio189.html
-122.458853366689382,37.983931529872677,Presidio Officer's Club,Building,Presidio of San Francisco,San Francisco,,,,   -122.45885336700,     37.79763774190,"Monica Stafford, 2/15/2012",0,190,Presidio190.html
-122.467755528094983,37.984042639403199,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.46775552800,     37.79774866970,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,191,Parking191.html
-122.458206731655153,37.984479652239735,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45820673200,     37.79818496770,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,192,Parking192.html
-122.447494263749149,37.984808120089127,Lombard Gate,Access,Presidio of San Francisco,San Francisco,,,,   -122.44749426400,     37.79851289830,"M. Norelli, 2/16/2012",0,193,LombardG193.html
-122.449493860453217,37.984826857534266,Letterman Digital Arts Center,Building,Presidio of San Francisco,San Francisco,,,,   -122.44949386000,     37.79853160500,"M. Norelli, 2/16/2012",0,194,Letterma194.html
-122.457544520363115,37.984889165551564,Film Centre,Building,Presidio of San Francisco,San Francisco,,,,   -122.45754452000,     37.79859381120,"M. Norelli, 2/16/2012",0,195,FilmCent195.html
-122.477722000269921,37.985024575814244,World War II Memorial,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47772200000,     37.79872899990,Presidio and San Francisco Restoration sites,44,196,WorldWar196.html
-122.451795701310431,37.985042844844898,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45179570100,     37.79874723910,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,197,Parking197.html
-122.45974144810917,37.985176492246389,Presidio Bowling Alley,Building,Presidio of San Francisco,San Francisco,,,,   -122.45974144800,     37.79888066790,"M. Norelli, 2/14/2012",0,198,Presidio198.html
-122.45962595537334,37.985355448746439,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45962595500,     37.79905933170,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,199,Parking199.html
-122.449356042047555,37.985574088873108,Starbucks,Cafe,Presidio of San Francisco,San Francisco,,,,   -122.44935604200,     37.79927761430,"M. Norelli, 2/16/2012",0,200,Starbuck200.html
-122.46184416917292,37.985703034107438,Chapel of Our Lady,Building,Presidio of San Francisco,San Francisco,,,,   -122.46184416900,     37.79940634860,"M. Norelli, 2/14/2012",0,201,Chapelof201.html
-122.454489479305934,37.98572170488994,YMCA,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45448947900,     37.79942498890,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,202,YMCA202.html
-122.473175000125977,37.985738744332195,Dragonfly Creek Parking Lot,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47317500000,     37.79944200040,Presidio and San Francisco Restoration sites,9,203,Dragonfl203.html
-122.462378050806208,37.985773410535018,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.46237805100,     37.79947661000,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,204,Parking204.html
-122.4645726996702,37.985886905324627,San Francisco National Cemetery,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.46457270000,     37.79958991910,"Mike Hsu, 2/14/2012",0,205,SanFranc205.html
-122.467063999803571,37.985896000653547,Stilwell Hall Directions - Road Closure!,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.46706400000,     37.79959899960,All Maria and Galena sites,91,206,Stilwell206.html
-122.473264011424845,37.985995121451658,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47326401100,     37.79969795830,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,207,Parking207.html
-122.452536712998793,37.986015134417585,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45253671300,     37.79971793850,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,208,Parking208.html
-122.454734969043443,37.986237932581759,YMCA,Building,Presidio of San Francisco,San Francisco,,,,   -122.45473496900,     37.79994037240,"M. Norelli, 2/14/2012",0,209,YMCA209.html
-122.46215715842591,37.986362407150764,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.46215715800,     37.80006464340,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,210,Parking210.html
-122.461632000216454,37.986376787443426,Pasados del Presidio,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.46163200000,     37.80007900010,2011 Junior Rangers,205,211,Pasadosd211.html
-122.461502059872032,37.986563887081871,Golden Gate Club,Building,Presidio of San Francisco,San Francisco,,,,   -122.46150206000,     37.80026579380,"M. Norelli, 2/14/2012",0,212,GoldenGa212.html
-122.454442651606968,37.986578216028605,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45444265200,     37.80028009930,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,213,Parking213.html
-122.452479340748823,37.986744447841446,Acre Cafe,Cafe,Presidio of San Francisco,San Francisco,,,,   -122.45247934100,     37.80044605930,"M. Norelli, 2/16/2012",0,214,AcreCafe214.html
-122.457850849237147,37.986783834202051,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45785084900,     37.80048538130,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,215,Parking215.html
-122.452635813791602,37.986822812502282,Thoreau Center,Building,Presidio of San Francisco,San Francisco,,,,   -122.45263581400,     37.80052429590,"M. Norelli, 2/16/2012",0,216,ThoreauC216.html
-122.447921637773263,37.987043334316745,Gorgas Gate,Access,Presidio of San Francisco,San Francisco,,,,   -122.44792163800,     37.80074445710,"M. Norelli, 2/16/2012",0,217,GorgasGa217.html
-122.473719432605591,37.987048917443829,US Park Police,Building,Presidio of San Francisco,San Francisco,,,,   -122.47371943300,     37.80075003110,"M. Norelli, 2/16/2012",0,218,USParkPo218.html
-122.454010000361123,37.987095963261147,Wayburn Redwood Grove,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.45401000000,     37.80079700000,Presidio and San Francisco Restoration sites,36,219,WayburnR219.html
-122.477935597349784,37.987123650094127,overlook,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47793559700,     37.80082464150,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,220,overlook220.html
-122.471137999718792,37.98716006833213,Presidio Native Plant Nursery,Building,Presidio of San Francisco,San Francisco,,,,   -122.47113800000,     37.80086100020,2011 Junior Rangers,203,221,Presidio221.html
-122.47798268765078,37.987190698061745,Pacific Overlook,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.47798268800,     37.80089157990,from O:\gis_projects\_Parkwide\Website\Web_Team\Park_locations\NAD83_UTM10\GGNRABuildings_pts_201111.shp,0,222,PacificO222.html
-122.459662743041008,37.987258093735171,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45966274300,     37.80095886540,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,223,Parking223.html
-122.472141170978105,37.987314494305117,Recycling Center/Salvage,Building,Presidio of San Francisco,San Francisco,,,,   -122.47214117100,     37.80101517370,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,224,Recyclin224.html
-122.45216029905842,37.987372182110391,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45216029900,     37.80107276720,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,225,Parking225.html
-122.452749306435109,37.987427516137764,Park Intern Housing,Building,Presidio of San Francisco,San Francisco,,,,   -122.45274930600,     37.80112801070,"Monica Stafford, 2/15/2012",0,226,ParkInte226.html
-122.458549881471725,37.987589041265544,Walt Disney Family Museum,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.45854988100,     37.80128927180,"Monica Stafford, 2/15/2012",0,227,WaltDisn227.html
-122.471416402844596,37.987658708737378,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47141640300,     37.80135882530,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,228,Parking228.html
-122.453823074475139,37.987686687424322,Wayburn Redwood Grove,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.45382307400,     37.80138675830,"M. Norelli, 2/16/2012",0,229,WayburnR229.html
-122.473267434244562,37.987724258675065,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47326743400,     37.80142426810,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,230,Parking230.html
-122.466972000057623,37.987894268377957,Stilwell Hall Directions - 1st Stop Sign,Access,Presidio of San Francisco,San Francisco,,,,   -122.46697200000,     37.80159399990,All Maria and Galena sites,95,231,Stilwell231.html
-122.473663000147184,37.987947354915832,Presidio Building 1216,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47366300000,     37.80164699960,Park Stewardship Restoration Sites and Meeting Locations,161,232,Presidio232.html
-122.47901899982682,37.987962380172391,PRESIDIO BLUFFS,Restoration Site,Presidio of San Francisco,San Francisco,,,,   -122.47901900000,     37.80166200030,Park Stewardship Restoration Sites and Meeting Locations,153,233,PRESIDIO233.html
-122.458156310265352,37.988072283436985,Presidio Visitor Center (temporary),Visitor Center,Presidio of San Francisco,San Francisco,,,,   -122.45815631000,     37.80177172390,from O:\gis_projects\_Parkwide\buildings_update_2011\shapefiles\GGNRABuildings_201111.shp,0,234,Presidio234.html
-122.456099999615134,37.988210786029988,Presidio Main Post Transit Center,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.45610000000,     37.80191000000,Presidio and San Francisco Restoration sites,2,235,Presidio235.html
-122.474694132228223,37.988285593426539,Fort Winfield Scott,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.47469413200,     37.80198468510,"Mike Hsu, 2/14/2012",0,236,FortWinf236.html
-122.473644376086924,37.988637265461449,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47364437600,     37.80233578230,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,237,Parking237.html
-122.466896000150101,37.988673542262234,Stilwell Hall Directions - 2nd Stop Sign,Access,Presidio of San Francisco,San Francisco,,,,   -122.46689600000,     37.80237199980,All Maria and Galena sites,94,238,Stilwell238.html
-122.467092371615507,37.988922577735188,Pet Cemetery,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.46709237200,     37.80262062810,"Monica Stafford, 2/15/2012",0,239,PetCemet239.html
-122.4493505220088,37.989279960756321,Palace of Fine Arts,Building,Presidio of San Francisco,San Francisco,,,,   -122.44935052200,     37.80297742700,"Monica Stafford, 2/15/2012",0,240,Palaceof240.html
-122.477910014335507,37.989312140738463,Battery Godfrey Overlook,Overlook,Presidio of San Francisco,San Francisco,,,,   -122.47791001400,     37.80300955430,from O:\gis_projects\_Parkwide\Website\Web_Team\Park_locations\NAD83_UTM10\GGNRABuildings_pts_201111.shp,0,241,BatteryG241.html
-122.45876993838182,37.989330670981722,Sports Basement,Building,Presidio of San Francisco,San Francisco,,,,   -122.45876993800,     37.80302805430,"M. Norelli, 2/16/2012",0,242,SportsBa242.html
-122.467574999986098,37.989559991630536,Stilwell Hall Directions - 3rd Stop Sign,Access,Presidio of San Francisco,San Francisco,,,,   -122.46757500000,     37.80325700010,All Maria and Galena sites,93,243,Stilwell243.html
-122.476494000297734,37.98961007309822,Langdon Court Parking lot and Meeting Location,Meeting Place,Presidio of San Francisco,San Francisco,,,,   -122.47649400000,     37.80330699970,Park Stewardship Restoration Sites and Meeting Locations,130,244,LangdonC244.html
-122.47786468580648,37.989614892348314,"Parking Lot, Battery Godfrey",Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47786468600,     37.80331181110,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,245,ParkingL245.html
-122.475428236223962,37.989637582458968,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47542823600,     37.80333446410,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,246,Parking246.html
-122.466471655942073,37.989674858232405,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.46647165600,     37.80337167900,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,247,Parking247.html
-122.458030999630836,37.989713241982713,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45803100000,     37.80341000000,Presidio and San Francisco Restoration sites,48,248,Parking248.html
-122.450109695505816,37.98984514350299,Palace of Fine Arts,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.45010969600,     37.80354168590,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,249,Palaceof249.html
-122.467414999802244,37.989877510846235,Stilwell Hall Directions - 4th Stop Sign,Access,Presidio of San Francisco,San Francisco,,,,   -122.46741500000,     37.80357400030,All Maria and Galena sites,92,250,Stilwell250.html
-122.466498999828872,37.989919578843747,Stilwell Hall Meeting Location,Meeting Place,Crissy Field,San Francisco,,,,   -122.46649900000,     37.80361599960,All Maria and Galena sites,88,251,Stilwell251.html
-122.473381294710848,37.990147968040603,Log Cabin,Building,Presidio of San Francisco,San Francisco,,,,   -122.47338129500,     37.80384401550,"M. Norelli, 2/16/2012",0,252,LogCabin252.html
